CODIGO_ORGANIZACAO;NOME_GRUPO;TIPO_TICKET;STATUS_TICKET;DT_CRIACAO;DT_ATUALIZACAO;BK_TICKET;PRIORIDADE_TICKET
TFCFT6;AGT CLOUD RM STD;task;solved;13/02/2025;21/02/2025;22673578;low
T76474;Protheus SPED;question;closed;06/08/2024;15/08/2024;20890225;low
TEXCMP;Logix Controladoria;question;closed;12/09/2024;23/09/2024;21231882;normal
TFC668;TOTVS Chef Corporativo;question;closed;12/03/2024;26/03/2024;19590886;low
TFBZI2;TOTVS Chef Corporativo;question;closed;18/10/2024;31/10/2024;21569335;normal
TB6594;PC - Financeiro;question;closed;06/02/2025;17/02/2025;22582858;low
T73876;Datasul Recursos Humanos;incident;closed;05/02/2024;19/02/2024;19240168;low
TB1468;PC - Financeiro;problem;closed;23/10/2024;25/11/2024;21605137;low
T13697;Protheus SPED;question;closed;31/12/2024;10/01/2025;22203932;low
TFD879;AGT CLOUD RM STD;question;closed;03/02/2025;09/02/2025;22529336;low
T61384;Datasul Recursos Humanos;question;closed;13/03/2024;01/04/2024;19598106;low
T36224;CST - Contratos Padrão e Select;question;open;20/03/2025;24/03/2025;23008573;normal
T57546;Protheus Manufatura;question;closed;23/04/2024;10/05/2024;19969772;normal
T75023;CPT CLOUD DATASUL STD;question;closed;06/08/2024;12/08/2024;20887579;low
T56348;PRIME RM RH;question;closed;19/02/2025;06/03/2025;22731785;low
TEZIFJ;Protheus SPED;question;closed;28/10/2024;14/11/2024;21637750;normal
TFDA94;AGT CLOUD RM STD;question;closed;05/02/2025;12/02/2025;22561568;low
T52576;PRIME RM RH;question;closed;04/04/2024;18/04/2024;19792862;normal
TFDQA5;Fábrica Consinco;question;closed;03/10/2024;16/12/2024;21429082;normal
TEZHQP;RM Framework;question;closed;12/02/2025;21/02/2025;22659712;low
TB4359;Reversão Canc/Ouvidoria;question;closed;22/01/2025;14/02/2025;22423993;normal
T80566;TOTVS Processos Fiscais;question;closed;05/02/2025;17/02/2025;22562045;low
TFCRVL;TOTVS Chef Corporativo;question;closed;08/02/2024;22/02/2024;19287555;low
T73876;CPT CLOUD DATASUL STD;question;closed;05/02/2024;27/02/2024;19236341;low
TAAHZV;CST - Contratos Padrão e Select;problem;closed;17/02/2025;06/03/2025;22696462;low
T74690;Datasul Recursos Humanos;question;closed;03/04/2024;12/04/2024;19779702;normal
TB1468;PC - Financeiro;problem;hold;26/11/2024;10/12/2024;21909585;high
TB1059;PC - Financeiro;question;closed;20/02/2025;11/03/2025;22739537;normal
TCBNKR;TOTVS Chef Corporativo;incident;closed;21/08/2024;02/09/2024;21039339;normal
TFBZTD;TPD CSO;question;closed;12/01/2024;26/01/2024;19024201;urgent
TEYIZV;Protheus SPED;question;closed;05/07/2024;16/07/2024;20613741;low
TFATQU;Protheus SPED;question;closed;26/03/2024;05/04/2024;19719680;low
T30884;RM Framework;question;closed;20/05/2024;06/06/2024;20197650;low
TFDO85;TOTVS Chef Corporativo;question;closed;24/09/2024;08/10/2024;21346725;low
TDC1KP;Consinco Recebimento e Expedição de Loja;question;closed;21/03/2024;09/04/2024;19691602;normal
T73876;SOUTH CLOUD STD CRÍTICOS;question;closed;22/02/2024;01/03/2024;19419854;low
TFDKKV;AGT CLOUD RM STD;task;closed;16/07/2024;30/07/2024;20704524;low
TFBGUG;PC - Financeiro;question;closed;26/07/2024;26/07/2024;20804577;low
TFDTMX;TOTVS Chef Corporativo;question;closed;10/07/2024;23/07/2024;20651264;low
T84301;Datasul Recursos Humanos;question;closed;05/04/2024;16/04/2024;19807268;normal
T12377;Fluig Squad Documentos;question;closed;25/06/2024;18/07/2024;20512365;normal
TFCYFC;AGT CLOUD RM STD;question;closed;31/01/2024;06/02/2024;19198616;low
TEZDEH;Protheus SPED;question;closed;10/01/2024;22/01/2024;19001047;high
TFDRZX;AGT CLOUD RM STD;question;closed;13/09/2024;22/09/2024;21254227;normal
T75582;Datasul Mercado Internacional;task;closed;13/06/2024;14/03/2025;20407250;normal
TB2947;PC - Financeiro;question;closed;03/12/2024;12/12/2024;21964317;low
TEZO13;AGT CLOUD RM STD;question;closed;30/01/2024;03/02/2024;19181131;low
TFDNKE;CPT CLOUD DATASUL STD;question;closed;03/06/2024;10/06/2024;20305201;high
T46585;AGT CLOUD RM STD;question;closed;02/07/2024;08/07/2024;20571959;low
TFDOY7;TOTVS Chef Corporativo;question;closed;26/07/2024;09/08/2024;20810891;low
